,V1,V3,V5,V7,V9,V10,V11,V12,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,Class
932,539,1294968,70,11,94,133,1688,1,60,0.6386,0.2045,0.7273,0.0047,0.8889,1.0,1.0,1.8451,0.9031,1.0414,0.2727,-0.1112,0.1934,0,0,0,0,0,1,1
933,947,1388292,107,12,65,119,1690,1,60,0.8639,0.3141,0.9231,0.0077,0.8667,1.0,0.0,2.0294,1.1139,1.0792,-0.0769,-0.2395,0.2739,0,0,0,0,0,1,1
934,541,1540628,84,8,99,133,1690,1,60,0.6402,0.3,0.5333,0.0089,0.8824,1.0,0.0,1.9243,1.1761,0.9031,-0.4667,-0.1098,0.2288,0,0,0,0,0,1,1
935,118,1566617,126,21,90,119,1690,1,60,0.1396,0.4,0.4762,0.0059,0.4545,1.0,1.0,2.1004,1.0,1.3222,0.5238,-0.1719,0.3509,0,0,0,0,0,1,1
936,1063,1593977,90,15,93,135,1692,1,60,0.7340000000000001,0.25,0.5333,0.0047,0.6667,1.0,1.0,1.9542,0.9031,1.1761,0.4667,-0.1288,0.2288,0,0,0,0,0,1,1
937,1084,1635847,144,17,84,134,1694,1,60,0.706,0.2941,0.7059,0.0071,0.75,1.0,1.0,2.1584,1.0792,1.2305,0.2941,-0.1582,0.3419,0,0,0,0,0,1,1
938,1531,1757997,67,15,86,111,1688,1,60,0.1765,0.4018,0.5714,0.0047,0.6154,0.9333,1.0,1.8261,0.9031,1.1461,0.4286,-0.2244,0.2195,0,0,0,0,0,1,1
939,24,2089982,94,14,78,109,1690,1,60,0.0284,0.254,0.6429,0.0053,0.6923,1.0,1.0,1.9731,0.9542,1.1461,0.3571,-0.2567,0.2359,0,0,0,0,0,1,1
940,155,2274364,163,19,93,133,1688,1,60,0.1837,0.3401,0.6842,0.0077,0.7222,1.0,1.0,2.2122,1.1139,1.2787,0.3158,-0.1279,0.4089,0,0,0,0,0,1,1
941,1005,2315017,204,17,95,124,1690,1,60,0.7811,0.3723,0.52,0.0148,0.8333,0.7647,0.0,2.3096,1.3979,1.1139,-0.48,-0.1426,0.5378,0,0,0,0,0,1,1
942,30,2488268,78,14,79,110,1692,1,60,0.0355,0.3036,0.5714,0.0047,0.8,1.0,1.0,1.8921,0.9031,1.1461,0.4286,-0.2601,0.2195,0,0,0,0,0,1,1
943,881,2921961,62,9,80,118,1688,1,60,0.9443,0.3111,0.9,0.0059,0.9091,1.0,0.0,1.7924,1.0,0.9542,-0.1,-0.2069,0.1954,0,0,0,0,0,1,1
944,280,2946689,110,11,83,133,1690,1,60,0.3314,0.1667,0.9167,0.0071,0.8,1.0,0.0,2.0414,1.0792,1.0414,-0.0833,-0.1562,0.2432,0,0,0,0,0,1,1
945,1250,3294606,65,10,103,127,1690,1,60,0.5065,0.4583,0.8333,0.0071,0.8571,1.0,0.0,1.8129,1.0792,1.0,-0.1667,-0.1113,0.2288,0,0,0,0,0,1,1
946,1317,3426581,58,9,97,124,1692,1,60,0.4326,0.284,1.0,0.0053,0.8182,1.0,0.5,1.7634,0.9542,0.9542,0.0,-0.1363,0.1862,0,0,0,0,0,1,1
947,438,3579130,68,10,94,132,1688,1,60,0.519,0.2444,0.9,0.0053,0.8182,1.0,1.0,1.8325,0.9542,1.0,0.1,-0.1293,0.1954,0,0,0,0,0,1,1
948,1643,951875,822,63,71,101,1692,1,70,0.013000000000000001,0.485,0.9048,0.0225,0.4318,0.6667,1.0,2.9149,1.5798,1.6233,0.0952,-0.3277,0.9998,0,0,0,0,0,1,1
949,1680,990614,68,10,21,82,1692,1,70,0.0036,0.2444,0.9,0.0053,0.9,1.0,1.0,1.8325,0.9542,1.0,0.1,-0.5971,0.1954,0,0,0,0,0,1,1
950,1674,1161637,59,12,72,93,1692,1,70,0.0095,0.5083,0.8333,0.0059,0.7143,1.0,1.0,1.7708,1.0,1.0792,0.1667,-0.3754,0.2288,0,0,0,0,0,1,1
951,1678,1465348,71,12,22,86,1690,1,70,0.0036,0.3426,0.75,0.0053,0.8182,1.0,1.0,1.8513,0.9542,1.0792,0.25,-0.5660000000000001,0.215,0,0,0,0,0,1,1
952,1641,2961860,1130,101,77,103,1692,1,70,0.0319,0.4937,0.2581,0.0142,0.2353,0.9208,1.0,3.0531,1.3802,1.9685,0.7419,-0.3109,1.0,0,0,0,0,0,1,1
953,1633,2987424,1125,92,76,111,1692,1,70,0.0426,0.4625,0.2528,0.0136,0.2771,0.9891,1.0,3.0512,1.3617,1.959,0.7473,-0.2997,1.0,0,0,0,0,0,1,1
954,1638,3009085,66,11,88,109,1692,1,70,0.0532,0.3333,0.8182,0.0053,0.5625,1.0,1.0,1.8195,0.9542,1.0414,0.1818,-0.2442,0.2051,0,0,0,0,0,1,1
955,677,3379334,69,10,95,132,1682,1,70,0.805,0.2333,0.9,0.0054,0.75,1.0,1.0,1.8389,0.9542,1.0,0.1,-0.1198,0.1954,0,0,0,0,0,1,1
956,1575,3403338,255,26,77,109,1684,1,70,0.1116,0.3462,0.5769,0.0089,0.6,1.0,1.0,2.4065,1.1761,1.415,0.4231,-0.2713,0.6422,0,0,0,0,0,1,1
957,723,3857540,78,8,87,132,1688,1,70,0.8566,0.1136,0.7273,0.0065,0.8461,1.0,0.0,1.8921,1.0414,0.9031,-0.2727,-0.1229,0.1934,0,0,0,0,0,1,1
958,759,3896732,54,8,90,127,1690,1,70,0.8982,0.25,0.8889,0.0053,0.9,1.0,0.0,1.7324,0.9542,0.9031,-0.1111,-0.1279,0.1773,0,0,0,0,0,1,1
959,188,3942253,74,10,95,134,1688,1,70,0.2227,0.26,1.0,0.0059,0.9091,1.0,0.5,1.8692,1.0,1.0,0.0,-0.1158,0.2061,0,0,0,0,0,1,1
960,339,3962284,250,20,77,124,1692,1,70,0.4007,0.2188,0.8,0.0095,0.8,1.0,1.0,2.3979,1.2041,1.301,0.2,-0.1927,0.5296,0,0,0,0,0,1,1
961,143,3986260,51,8,102,125,1694,1,70,0.1688,0.2031,1.0,0.0047,0.8,1.0,0.5,1.7076,0.9031,0.9031,0.0,-0.1244,0.1696,0,0,0,0,0,1,1
962,868,4048592,86,10,90,117,1688,1,70,0.9585,0.2182,0.9091,0.0065,1.0,1.0,0.0,1.9345,1.0414,1.0,-0.0909,-0.196,0.2173,0,0,0,0,0,1,1
963,396,99636,55,8,111,142,1690,1,70,0.4686,0.1406,1.0,0.0047,0.8,1.0,0.5,1.7404,0.9031,0.9031,0.0,-0.0256,0.1696,0,0,0,0,0,1,1
964,508,257756,110,14,92,132,1686,1,70,0.6026,0.2143,0.7143,0.0059,0.7692,1.0,1.0,2.0414,1.0,1.1461,0.2857,-0.1387,0.2532,0,0,0,0,0,1,1
965,1134,728281,375,23,48,132,1364,1,70,0.305,0.2589,0.9565,0.0161,0.6875,1.0,1.0,2.574,1.3424,1.3617,0.0435,-0.2816,0.7955,0,0,0,0,0,1,1
966,251,961360,67,11,99,125,1364,1,70,0.368,0.3232,0.8182,0.0066,0.8182,1.0,1.0,1.8261,0.9542,1.0414,0.1818,-0.1196,0.2051,0,0,0,0,0,1,1
967,682,1620649,126,18,104,133,1354,0,40,0.9764,0.3636,0.6111,0.0081,0.7333,1.0,1.0,2.1004,1.0414,1.2553,0.3889,-0.1115,0.3329,0,0,0,0,0,1,1
968,19,1709640,76,21,118,135,1358,0,40,0.027999999999999997,0.2762,0.2381,0.0037,0.3846,1.0,1.0,1.8808,0.6990000000000001,1.3222,0.7619,-0.0236,0.2116,0,0,0,0,0,1,1
969,1084,1803992,880,61,101,134,1358,0,40,0.2813,0.5582,0.2892,0.0611,0.7615,0.3934,0.0,2.9445,1.9191,1.3802,-0.7108,-0.0797,1.0,0,0,0,0,0,1,1
970,920,1862719,52,9,101,126,1358,0,40,0.6333,0.2778,0.8889,0.0059,0.8889,1.0,1.0,1.716,0.9031,0.9542,0.1111,-0.1262,0.1773,0,0,0,0,0,1,1
971,21,1988956,112,28,110,132,1356,0,40,0.031,0.3333,0.2143,0.0044,0.2857,1.0,1.0,2.0492,0.7782,1.4472,0.7857,-0.0795,0.2901,0,0,0,0,0,1,1
972,57,2014358,59,10,107,134,1356,0,40,0.0841,0.1571,0.7,0.0052,0.6364,1.0,1.0,1.7708,0.8451,1.0,0.3,-0.0662,0.1753,0,0,0,0,0,1,1
973,205,2039121,84,14,105,132,1356,0,40,0.3024,0.3333,0.6429,0.0066,0.6429,1.0,1.0,1.9243,0.9542,1.1461,0.3571,-0.0916,0.2359,0,0,0,0,0,1,1
974,1327,2062989,55,14,102,124,1354,0,40,0.0325,0.2143,0.3571,0.0037,0.4545,1.0,1.0,1.7404,0.6990000000000001,1.1461,0.6429,-0.1372,0.1753,0,0,0,0,0,1,1
975,482,2102085,68,14,105,127,1354,0,40,0.7120000000000001,0.3929,0.5714,0.0059,0.5714,1.0,1.0,1.8325,0.9031,1.1461,0.4286,-0.1099,0.2195,0,0,0,0,0,1,1
976,1317,2166062,78,16,110,132,1352,0,40,0.0414,0.3036,0.4375,0.0052,0.5833,1.0,1.0,1.8921,0.8451,1.2041,0.5625,-0.0604,0.2195,0,0,0,0,0,1,1
977,17,2433462,122,29,107,127,1352,0,40,0.0251,0.2988,0.2069,0.0044,0.375,1.0,1.0,2.0864,0.7782,1.4624,0.7931,-0.1014,0.2984,0,0,0,0,0,1,1
978,828,2451285,67,11,112,134,1350,0,40,0.76,0.3232,0.8182,0.0067,0.6923,1.0,1.0,1.8261,0.9542,1.0414,0.1818,-0.0547,0.2051,0,0,0,0,0,1,1
979,724,3320084,56,8,87,124,1380,0,40,0.9377,0.2222,0.8889,0.0065,0.6429,1.0,0.0,1.7482,0.9542,0.9031,-0.1111,-0.1829,0.1773,0,0,0,0,0,1,1
980,593,3384541,101,15,99,125,1376,0,40,0.8619,0.3267,0.6667,0.0073,0.6667,1.0,1.0,2.0043,1.0,1.1761,0.3333,-0.1158,0.266,0,0,0,0,0,1,1
981,1049,3577116,67,11,106,132,1376,0,40,0.4622,0.3232,0.8182,0.0065,0.75,1.0,1.0,1.8261,0.9542,1.0414,0.1818,-0.081,0.2051,0,0,0,0,0,1,1
982,1312,4118358,77,14,104,119,1350,0,40,0.0415,0.45,0.7143,0.0074,0.6667,1.0,1.0,1.8865,1.0,1.1461,0.2857,-0.1317,0.2532,0,0,0,0,0,1,1
983,459,4165780,89,12,108,127,1352,0,40,0.679,0.3258,0.9167,0.0081,0.7857,1.0,1.0,1.9494,1.0414,1.0792,0.0833,-0.078,0.2432,0,0,0,0,0,1,1
984,487,4186980,52,8,130,141,1352,0,40,0.7204,0.35,0.8,0.0074,0.5,1.0,0.0,1.716,1.0,0.9031,-0.2,0.0515,0.1852,0,0,0,0,0,1,1
985,204,921087,105,20,100,148,1368,1,69,0.2982,0.7193,0.7727,0.0161,0.5946,0.85,0.0,2.0212,1.3424,1.2305,-0.2273,0.0048,0.6173,0,0,0,0,0,1,1
986,576,1581945,54,7,123,159,1652,1,69,0.6973,0.2286,0.7,0.006,0.8333,1.0,0.0,1.7324,1.0,0.8451,-0.3,0.09300000000000001,0.1753,0,0,0,0,0,1,1
987,1582,1612840,193,30,78,111,1654,1,69,0.075,0.3567,0.3333,0.006,0.4,1.0,1.0,2.2856,1.0,1.4771,0.6667,-0.2625,0.4963,0,0,0,0,0,1,1
988,967,1659737,223,23,63,124,1652,1,69,0.8111,0.3536,0.6522,0.0091,0.625,1.0,1.0,2.3483,1.1761,1.3617,0.3478,-0.2521,0.5708,0,0,0,0,0,1,1
989,1287,1695433,86,14,100,133,1652,1,69,0.431,0.3175,0.6429,0.0055,0.5625,1.0,1.0,1.9345,0.9542,1.1461,0.3571,-0.1054,0.2359,0,0,0,0,0,1,1
990,1285,1715283,110,24,100,127,1650,1,69,0.4327,0.4271,0.3333,0.0049,0.4,1.0,1.0,2.0414,0.9031,1.3802,0.6667,-0.1184,0.3241,0,0,0,0,0,1,1
991,57,4121201,81,13,98,127,1646,1,69,0.0693,0.3769,0.7692,0.0061,0.625,1.0,1.0,1.9085,1.0,1.1139,0.2308,-0.1187,0.2408,0,0,0,0,0,1,1
992,715,5260241,116,10,88,134,1650,1,69,0.8667,0.2418,0.5294,0.0103,0.9444,0.9,0.0,2.0645,1.2305,0.9542,-0.4706,-0.1561,0.2699,0,0,0,0,0,1,1
993,1358,5492080,110,16,113,140,1650,1,69,0.3321,0.4444,0.6111,0.0109,0.5294,0.6875,0.0,2.0414,1.2553,1.0414,-0.3889,0.0005,0.3329,0,0,0,0,0,1,1
994,203,5521699,89,14,123,150,1650,1,69,0.2461,0.4795,0.4737,0.0115,0.5938,0.6429,0.0,1.9494,1.2787,0.9542,-0.5263,0.0465,0.2942,0,0,0,0,0,1,1
995,1345,5550892,51,11,120,141,1650,1,69,0.3539,0.4396,0.5385,0.0079,0.9286,0.6364,0.0,1.7076,1.1139,0.8451,-0.4615,-0.0005,0.1965,0,0,0,0,0,1,1
996,146,5714647,76,7,120,151,1650,1,69,0.177,0.3391,0.2174,0.0139,0.9583,0.7143,0.0,1.8808,1.3617,0.6990000000000001,-0.7826,0.0574,0.223,0,0,0,0,0,1,1
997,305,836762,51,9,92,134,1690,1,150,0.3609,0.2917,0.8889,0.0047,0.8,1.0,1.0,1.7076,0.9031,0.9542,0.1111,-0.1147,0.1773,0,0,0,0,0,1,1
998,1041,1276792,252,25,92,135,1652,1,100,0.7215,0.32799999999999996,0.6,0.0091,0.75,1.0,1.0,2.4014,1.1761,1.3979,0.4,-0.1301,0.6189,0,0,0,0,0,1,1
999,1261,1592233,102,15,118,149,1650,1,100,0.457,0.3929,0.8571,0.0073,0.5,0.9333,1.0,2.0086,1.0792,1.1461,0.1429,0.0313,0.2901,0,0,0,0,0,1,1
1000,206,1785718,979,108,106,141,1660,1,100,0.2482,0.5701,0.4783,0.0199,0.2619,0.6389,1.0,2.9908,1.5185,1.8389,0.5217,-0.0569,1.0,0,0,0,0,0,1,1
1001,814,119924,52,8,74,103,1662,1,100,0.9795,0.2778,0.8889,0.0054,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.2946,0.1773,0,0,0,0,0,1,1
1002,673,890920,290,22,43,124,1710,1,100,0.7871,0.3409,0.9091,0.0129,0.7857,0.9091,0.0,2.4624,1.3424,1.301,-0.0909,-0.2938,0.7147,0,0,0,0,0,1,1
1003,1161,2173332,56,9,90,124,1710,1,100,0.6316,0.2222,0.8889,0.0053,0.9,0.8889,0.0,1.7482,0.9542,0.9031,-0.1111,-0.1677,0.1773,0,0,0,0,0,1,1
1004,912,3597508,56,11,120,143,1658,1,100,0.8818,0.5852,0.6,0.0091,0.7895,0.8182,0.0,1.7482,1.1761,0.9542,-0.4,0.031,0.2469,0,0,0,0,0,1,1
1005,1145,595201,226,44,93,126,1358,1,100,0.3004,0.4293,0.2045,0.0066,0.3913,1.0,1.0,2.3541,0.9542,1.6435,0.7954,-0.1415,0.6514,0,0,0,0,0,1,1
1006,1307,971525,187,28,101,126,1358,1,100,0.0486,0.6004,0.6923,0.0132,0.5625,0.9286,1.0,2.2718,1.2553,1.415,0.3077,-0.1262,0.7512,0,0,0,0,0,1,1
1007,557,1130873,171,28,92,124,1360,1,100,0.8191,0.3893,0.3571,0.0074,0.4348,1.0,1.0,2.233,1.0,1.4472,0.6429,-0.1851,0.46299999999999997,0,0,0,0,0,1,1
1008,1245,1349778,383,33,97,125,1360,1,100,0.1426,0.3552,0.5454,0.0132,0.4865,1.0,1.0,2.5832,1.2553,1.5185,0.4545,-0.154,0.8749,0,0,0,0,0,1,1
1009,1272,1954485,120,13,83,132,1360,1,100,0.1103,0.2899,1.0,0.0096,0.7647,1.0,0.5,2.0792,1.1139,1.1139,0.0,-0.1636,0.2914,0,0,0,0,0,1,1
1010,657,2134924,425,26,48,124,1356,1,100,0.9690000000000001,0.2216,0.8077,0.0155,0.75,1.0,1.0,2.6284,1.3222,1.415,0.1923,-0.3194,0.8355,0,0,0,0,0,1,1
1011,1175,2488529,111,12,93,124,1352,1,100,0.2441,0.2292,1.0,0.0089,0.8571,1.0,0.5,2.0453,1.0792,1.0792,0.0,-0.1647,0.2583,0,0,0,0,0,1,1
1012,1307,2633467,96,18,108,134,1362,1,100,0.0676,0.3726,0.5294,0.0066,0.4286,0.9444,1.0,1.9823,0.9542,1.2305,0.4706,-0.0684,0.2699,0,0,0,0,0,1,1
1013,919,3178549,133,14,84,126,1358,1,100,0.6289,0.2083,0.8571,0.0088,0.8571,1.0,1.0,2.1239,1.0792,1.1461,0.1429,-0.1681,0.2901,0,0,0,0,0,1,1
1014,320,9754896,63,10,89,126,1356,1,100,0.47200000000000003,0.3,0.9,0.0066,0.75,1.0,1.0,1.7993,0.9542,1.0,0.1,-0.1463,0.1954,0,0,0,0,0,1,1
1015,661,2183073,69,11,78,116,1362,1,120,0.9706,0.2159,0.7273,0.0059,0.7273,1.0,1.0,1.8389,0.9031,1.0414,0.2727,-0.2288,0.1934,0,0,0,0,0,1,1
1016,553,745890,165,15,70,124,1632,1,100,0.6777,0.2143,0.9333,0.0086,0.875,1.0,1.0,2.2175,1.1461,1.1761,0.0667,-0.214,0.3509,0,0,0,0,0,1,1
1017,1467,1144047,245,23,56,118,1656,1,80,0.2101,0.2899,0.6522,0.0091,0.75,1.0,1.0,2.3892,1.1761,1.3617,0.3478,-0.2627,0.5708,0,0,0,0,0,1,1
1018,929,1248676,88,11,88,118,1656,1,80,0.8659,0.2,0.9091,0.006,0.7692,1.0,1.0,1.9445,1.0,1.0414,0.0909,-0.1903,0.2173,0,0,0,0,0,1,1
1019,165,1293999,106,13,96,128,1654,1,80,0.1995,0.2587,0.8461,0.0066,1.0,1.0,1.0,2.0253,1.0414,1.1139,0.1539,-0.1176,0.257,0,0,0,0,0,1,1
1020,267,1786108,154,16,93,132,1656,1,80,0.3225,0.2596,0.8125,0.0078,0.6842,1.0,1.0,2.1875,1.1139,1.2041,0.1875,-0.109,0.3479,0,0,0,0,0,1,1
1021,1605,2158132,88,20,67,94,1656,1,80,0.0519,0.45,0.4,0.0048,0.381,1.0,1.0,1.9445,0.9031,1.301,0.6,-0.3624,0.2792,0,0,0,0,0,1,1
1022,1588,2338856,169,19,64,103,1654,1,80,0.0629,0.3647,0.7368,0.0085,0.7,1.0,1.0,2.2279,1.1461,1.2787,0.2632,-0.321,0.4399,0,0,0,0,0,1,1
1023,957,2591828,80,13,91,112,1648,1,80,0.8277,0.3162,0.6923,0.0055,0.75,1.0,1.0,1.9031,0.9542,1.1139,0.3077,-0.2099,0.2253,0,0,0,0,0,1,1
1024,248,3568704,63,14,104,127,1648,1,80,0.301,0.3571,0.5,0.0043,0.5833,1.0,1.0,1.7993,0.8451,1.1461,0.5,-0.1069,0.204,0,0,0,0,0,1,1
1025,847,3658081,84,11,83,118,1646,1,80,0.9575,0.3058,1.0,0.0067,0.7333,1.0,0.5,1.9243,1.0414,1.0414,0.0,-0.2065,0.23,0,0,0,0,0,1,1
1026,953,3681237,79,15,86,124,1646,1,80,0.8311,0.4148,0.6,0.0055,0.75,1.0,1.0,1.8976,0.9542,1.1761,0.4,-0.1958,0.2469,0,0,0,0,0,1,1
1027,532,3706296,66,10,97,132,1646,1,80,0.6464,0.34,1.0,0.0061,0.7143,1.0,0.5,1.8195,1.0,1.0,0.0,-0.11,0.2061,0,0,0,0,0,1,1
1028,253,3802023,350,25,78,134,1648,1,80,0.307,0.359,0.8077,0.0158,0.8387,0.84,0.0,2.5441,1.415,1.3222,-0.1923,-0.1593,0.8355,0,0,0,0,0,1,1
1029,63,3947227,85,12,95,133,1648,1,80,0.0765,0.2917,0.8333,0.0061,0.9091,1.0,1.0,1.9294,1.0,1.0792,0.1667,-0.1091,0.2288,0,0,0,0,0,1,1
1030,389,4072432,82,9,100,127,1648,1,80,0.4721,0.3167,0.5333,0.0091,0.9375,0.8889,0.0,1.9138,1.1761,0.9031,-0.4667,-0.1015,0.2288,0,0,0,0,0,1,1
1031,576,4235272,60,11,102,127,1648,1,80,0.6990000000000001,0.2208,0.6364,0.0043,0.6364,1.0,1.0,1.7781,0.8451,1.0414,0.3636,-0.1033,0.1822,0,0,0,0,0,1,1
1032,93,4630871,108,17,102,135,1648,1,80,0.1129,0.3647,0.5882,0.0061,0.5882,1.0,1.0,2.0334,1.0,1.2305,0.4118,-0.0679,0.2928,0,0,0,0,0,1,1
1033,395,4726828,57,8,101,136,1646,1,80,0.48,0.2083,0.8889,0.0055,0.9,1.0,0.0,1.7559,0.9542,0.9031,-0.1111,-0.0839,0.1773,0,0,0,0,0,1,1
1034,61,799291,34,10,61,95,1690,1,211,0.0722,0.4333,0.6,0.0036,0.75,1.0,1.0,1.5315,0.7782,1.0,0.4,-0.4053,0.1659,0,0,0,0,0,1,1
1035,1538,830518,51,11,77,103,1686,1,211,0.1471,0.6458,0.25,0.0142,0.96,0.5454,0.0,1.7076,1.3802,0.7782,-0.75,-0.3013,0.2583,0,0,0,0,0,1,1
1036,477,1134907,116,14,64,134,1692,1,143,0.5638,0.2467,0.7857,0.0065,0.6111,1.0,1.0,2.0645,1.0414,1.1461,0.2143,-0.2052,0.2712,0,0,0,0,0,1,1
1037,965,1219062,79,15,115,149,1682,1,143,0.8407,0.4733,0.6667,0.006,0.5882,1.0,1.0,1.8976,1.0,1.1761,0.3333,0.0075,0.266,0,0,0,0,0,1,1
1038,1474,1248833,114,12,101,141,1694,1,60,0.242,0.3091,0.7333,0.0088,0.8333,0.9167,0.0,2.0569,1.1761,1.0414,-0.2667,-0.0625,0.28600000000000003,0,0,0,0,0,1,1
1039,933,271824,38,7,85,119,1696,1,100,0.8903,0.3214,0.875,0.0047,0.8889,1.0,0.0,1.5798,0.9031,0.8451,-0.125,-0.1852,0.1622,0,0,0,0,0,1,1
1040,1135,287964,32,8,105,133,1698,1,100,0.6561,0.3333,0.75,0.0035,0.6667,1.0,1.0,1.5051,0.7782,0.9031,0.25,-0.0791,0.1551,0,0,0,0,0,1,1
1041,1179,496422,25,6,105,133,1694,1,100,0.6009,0.3056,1.0,0.0035,1.0,1.0,0.5,1.3979,0.7782,0.7782,0.0,-0.0881,0.1449,0,0,0,0,0,1,1
1042,976,733668,45,7,86,126,1694,1,100,0.8371,0.2857,0.7778,0.0053,0.9,1.0,0.0,1.6532,0.9542,0.8451,-0.2222,-0.1903,0.1687,0,0,0,0,0,1,1
1043,611,468991,223,32,106,130,1626,1,70,0.7515,0.5022,0.4375,0.0086,0.4516,1.0,1.0,2.3483,1.1461,1.5051,0.5625,-0.0961,0.7254,0,0,0,0,0,1,1
1044,1441,492452,62,9,91,124,1626,1,70,0.2165,0.2346,1.0,0.0055,0.75,1.0,0.5,1.7924,0.9542,0.9542,0.0,-0.1706,0.1862,0,0,0,0,0,1,1
1045,359,652992,84,12,87,134,1628,1,70,0.441,0.3636,0.9167,0.0068,0.8461,1.0,1.0,1.9243,1.0414,1.0792,0.0833,-0.1144,0.2432,0,0,0,0,0,1,1
1046,1224,812031,137,13,81,128,1626,1,70,0.4785,0.1893,1.0,0.008,0.8125,1.0,0.5,2.1367,1.1139,1.1139,0.0,-0.1711,0.2914,0,0,0,0,0,1,1
1047,729,832264,148,19,96,117,1626,1,70,0.8967,0.3675,0.7222,0.008,0.6191,0.9474,1.0,2.1703,1.1139,1.2553,0.2778,-0.168,0.3882,0,0,0,0,0,1,1
1048,869,899390,52,9,91,119,1626,1,70,0.9213,0.2778,0.8889,0.0049,0.8889,1.0,1.0,1.716,0.9031,0.9542,0.1111,-0.1762,0.1773,0,0,0,0,0,1,1
1049,1009,1067161,68,10,96,132,1624,1,70,0.7438,0.3818,0.9091,0.0068,0.7857,1.0,0.0,1.8325,1.0414,1.0,-0.0909,-0.1229,0.2173,0,0,0,0,0,1,1
1050,1410,1164921,60,10,88,124,1624,1,70,0.2512,0.4,1.0,0.0062,0.8333,1.0,0.5,1.7781,1.0,1.0,0.0,-0.1742,0.2061,0,0,0,0,0,1,1
1051,1515,1206028,113,12,75,110,1624,1,70,0.1182,0.2756,0.9231,0.008,0.9286,1.0,0.0,2.0531,1.1139,1.0792,-0.0769,-0.2614,0.2739,0,0,0,0,0,1,1
1052,386,1304617,51,9,100,133,1624,1,70,0.4754,0.2917,0.8889,0.0049,0.8,1.0,1.0,1.7076,0.9031,0.9542,0.1111,-0.1123,0.1773,0,0,0,0,0,1,1
1053,1267,1340865,70,10,91,131,1624,1,70,0.4261,0.3636,0.9091,0.0068,0.9167,1.0,0.0,1.8451,1.0414,1.0,-0.0909,-0.1194,0.2173,0,0,0,0,0,1,1
1054,1065,1379196,66,10,98,135,1624,1,70,0.6761,0.34,1.0,0.0062,0.7692,1.0,0.5,1.8195,1.0,1.0,0.0,-0.11199999999999999,0.2061,0,0,0,0,0,1,1
1055,1297,1439661,104,13,110,132,1626,1,70,0.3911,0.2727,0.8461,0.0068,0.6875,1.0,1.0,2.017,1.0414,1.1139,0.1539,-0.071,0.257,0,0,0,0,0,1,1
1056,101,1467096,140,14,90,127,1624,1,70,0.1244,0.2308,0.9286,0.008,0.7222,1.0,1.0,2.1461,1.1139,1.1461,0.0714,-0.1589,0.3097,0,0,0,0,0,1,1
1057,924,1519112,64,8,94,121,1624,1,70,0.8485,0.2727,0.7273,0.0068,0.7857,1.0,0.0,1.8062,1.0414,0.9031,-0.2727,-0.1561,0.1934,0,0,0,0,0,1,1
1058,993,1589161,57,7,103,126,1626,1,70,0.7651,0.2597,0.6364,0.0068,0.9167,1.0,0.0,1.7559,1.0414,0.8451,-0.3636,-0.1053,0.1822,0,0,0,0,0,1,1
1059,996,1627293,114,14,79,126,1626,1,70,0.7589,0.3254,1.0,0.008,0.8125,0.9286,0.5,2.0569,1.1139,1.1139,0.0,-0.1582,0.2914,0,0,0,0,0,1,1
1060,984,1802170,58,8,99,134,1628,1,70,0.7789,0.275,0.8,0.0061,1.0,1.0,0.0,1.7634,1.0,0.9031,-0.2,-0.1041,0.1852,0,0,0,0,0,1,1
1061,586,1862942,767,37,12,134,1624,1,70,0.7217,0.309,0.8108,0.0185,0.7143,1.0,1.0,2.8848,1.4771,1.5682,0.1892,-0.4375,0.9954,0,0,0,0,0,1,1
1062,1215,1940686,66,13,101,123,1624,1,70,0.4938,0.3654,0.6154,0.0049,0.8,1.0,1.0,1.8195,0.9031,1.1139,0.3846,-0.1161,0.2105,0,0,0,0,0,1,1
1063,990,1973168,59,8,93,122,1622,1,70,0.7694,0.0781,1.0,0.0049,1.0,1.0,0.5,1.7708,0.9031,0.9031,0.0,-0.1336,0.1696,0,0,0,0,0,1,1
1064,1233,2093622,93,11,91,134,1696,1,85,0.5318,0.2955,0.9167,0.0071,0.8571,1.0,0.0,1.9685,1.0792,1.0414,-0.0833,-0.09300000000000001,0.2432,0,0,0,0,0,1,1
1065,853,15184,84,12,102,150,1696,1,85,0.9835,0.2222,0.75,0.0053,0.8182,1.0,1.0,1.9243,0.9542,1.0792,0.25,-0.0054,0.215,0,0,0,0,0,1,1
1066,1123,34172,76,8,130,150,1698,1,85,0.6572,0.4412,0.4706,0.01,0.9444,1.0,0.0,1.8808,1.2305,0.9031,-0.5294,0.0979,0.2482,0,0,0,0,0,1,1
1067,965,71777,63,12,136,156,1696,1,85,0.8502,0.4273,0.9091,0.0059,0.625,0.9167,1.0,1.7993,1.0,1.0414,0.0909,0.1207,0.2173,0,0,0,0,0,1,1
1068,806,1204128,52,8,83,124,1352,1,80,0.7944,0.2778,0.8889,0.0067,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.1995,0.1773,0,0,0,0,0,1,1
1069,726,1286481,84,10,84,125,1352,1,80,0.9083,0.3,0.8333,0.0089,1.0,1.0,0.0,1.9243,1.0792,1.0,-0.1667,-0.1677,0.2288,0,0,0,0,0,1,1
